PlayerID,position,year,rush_att,rush_yards,pass_comp,pass_att,pass_yards,Receptions,rec_yards,pass_td,rec_td,rush_td,Targets
8783,TE,2025,0,0,0,0,0,75,818,0,5,0,99
16282,TE,2025,0,0,0,0,0,0,3,0,0,0,0
16697,TE,2025,0,0,0,0,0,56,681,0,4,0,84
19356,TE,2025,0,0,0,0,0,9,91,0,0,0,13
11892,TE,2025,0,0,0,0,0,53,658,0,4,0,73
19278,TE,2025,0,0,0,0,0,29,302,0,2,0,42
19352,TE,2025,0,0,0,0,0,13,118,0,0,0,17
14436,TE,2025,0,0,0,0,0,28,286,0,1,0,39
13466,TE,2025,0,0,0,0,0,27,319,0,2,0,42
15924,TE,2025,1,7,0,0,0,17,170,0,1,0,25
19349,TE,2025,0,0,0,0,0,9,90,0,0,0,13
16649,TE,2025,0,0,0,0,0,66,767,0,5,0,92
16259,TE,2025,0,0,0,0,0,2,26,0,0,0,4
17033,TE,2025,0,4,0,0,0,70,812,0,5,0,102
16931,TE,2025,0,0,0,0,0,0,8,0,0,0,1
16033,TE,2025,0,0,0,0,0,58,613,0,4,0,83
18460,TE,2025,0,3,0,0,0,81,970,0,6,0,118
19350,TE,2025,0,0,0,0,0,8,85,0,0,0,12
17014,TE,2025,0,0,0,0,0,0,0,0,0,0,0
10033,TE,2025,0,0,0,0,0,2,20,0,0,0,3
19358,TE,2025,0,0,0,0,0,8,84,0,0,0,12
16666,TE,2025,0,0,0,0,0,35,338,0,2,0,51
15902,TE,2025,0,0,0,0,0,101,1095,0,6,0,140
13822,TE,2025,0,0,0,0,0,4,43,0,0,0,6
15460,TE,2025,0,0,0,0,0,3,33,0,0,0,5
12316,TE,2025,0,0,0,0,0,0,0,0,0,0,0
16663,TE,2025,0,0,0,0,0,20,191,0,1,0,27
18543,TE,2025,0,0,0,0,0,0,0,0,0,0,0
11734,TE,2025,0,0,0,0,0,23,227,0,1,0,34
19353,TE,2025,0,0,0,0,0,1,14,0,0,0,2
16277,TE,2025,0,0,0,0,0,2,24,0,0,0,3
16042,TE,2025,0,0,0,0,0,61,600,0,3,0,85
13786,TE,2025,0,0,0,0,0,15,154,0,1,0,21
16032,TE,2025,0,0,0,0,0,52,507,0,3,0,76
14463,TE,2025,0,0,0,0,0,32,343,0,2,0,44
15265,TE,2025,0,0,0,0,0,66,850,0,5,0,106
19348,TE,2025,0,0,0,0,0,17,167,0,1,0,23
17966,TE,2025,0,0,0,0,0,7,63,0,0,0,10
19357,TE,2025,0,0,0,0,0,13,125,0,0,0,18
19312,TE,2025,0,0,0,0,0,19,193,0,1,0,29
15996,TE,2025,0,0,0,0,0,6,52,0,0,0,8
19608,TE,2025,0,0,0,0,0,0,0,0,0,0,0
19279,TE,2025,1,7,0,0,0,50,479,0,3,0,69
13809,TE,2025,0,0,0,0,0,13,122,0,0,0,18
17748,TE,2025,0,0,0,0,0,31,261,0,1,0,41
11897,TE,2025,0,0,0,0,0,3,27,0,0,0,4
16855,TE,2025,0,0,0,0,0,14,136,0,0,0,19
12514,TE,2025,0,0,0,0,0,55,586,0,3,0,82
19452,TE,2025,0,0,0,0,0,0,0,0,0,0,0
17833,TE,2025,0,0,0,0,0,13,112,0,0,0,16
16321,TE,2025,0,0,0,0,0,2,25,0,0,0,4
11807,TE,2025,7,41,0,0,0,24,230,0,1,0,33
12807,TE,2025,0,0,0,0,0,5,51,0,0,0,7
17908,TE,2025,0,0,0,0,0,10,103,0,0,0,15
15510,TE,2025,0,0,0,0,0,2,24,0,0,0,3
17794,TE,2025,2,8,0,0,0,14,129,0,0,0,19
18539,TE,2025,1,6,0,0,0,30,298,0,2,0,43
17017,TE,2025,0,0,0,0,0,59,655,0,4,0,84
18535,TE,2025,0,0,0,0,0,34,310,0,1,0,49
12858,TE,2025,0,0,0,0,0,2,18,0,0,0,3
16418,TE,2025,0,0,0,0,0,27,301,0,2,0,40
12389,TE,2025,0,0,0,0,0,0,4,0,0,0,0
19681,TE,2025,0,0,0,0,0,7,70,0,0,0,9
14541,TE,2025,0,0,0,0,0,12,134,0,1,0,17
15371,TE,2025,0,0,0,0,0,14,140,0,1,0,21
19346,TE,2025,0,0,0,0,0,10,110,0,0,0,15
10949,TE,2025,0,0,0,0,0,0,0,0,0,0,0
19360,TE,2025,0,0,0,0,0,1,15,0,0,0,2
10215,TE,2025,0,0,0,0,0,25,285,0,2,0,36
18534,TE,2025,5,23,0,0,0,79,877,0,5,0,119
16889,TE,2025,0,0,0,0,0,41,428,0,2,0,57
17130,TE,2025,0,0,0,0,0,3,29,0,0,0,4
16866,TE,2025,0,0,0,0,0,2,23,0,0,0,3
14608,TE,2025,0,0,0,0,0,5,52,0,0,0,7
15821,TE,2025,0,0,0,0,0,0,0,0,0,0,0
15681,TE,2025,0,0,0,0,0,21,191,0,1,0,28
15339,TE,2025,0,0,0,0,0,0,0,0,0,0,0
18536,TE,2025,0,0,0,0,0,1,14,0,0,0,2
15701,TE,2025,0,0,0,0,0,1,13,0,0,0,2
9455,WR,2025,0,0,0,0,0,66,841,0,8,0,111
16895,WR,2025,4,34,0,0,0,57,810,0,6,0,100
12205,WR,2025,0,0,0,0,0,0,0,0,0,0,0
14386,WR,2025,0,4,0,0,0,34,439,0,2,0,55
19631,WR,2025,0,0,0,0,0,11,160,0,1,0,21
8627,WR,2025,0,0,0,0,0,36,395,0,2,0,56
19324,WR,2025,0,0,0,0,0,7,78,0,0,0,11
15229,WR,2025,1,4,0,0,0,17,249,0,1,0,31
15874,WR,2025,1,8,0,0,0,15,195,0,1,0,27
16026,WR,2025,0,2,0,0,0,7,84,0,0,0,14
18552,WR,2025,0,0,0,0,0,18,286,0,1,0,35
15210,WR,2025,0,0,0,0,0,29,427,0,3,0,53
18457,WR,2025,0,3,0,0,0,31,375,0,2,0,49
9255,WR,2025,0,0,0,0,0,0,0,0,0,0,0
19309,WR,2025,0,3,0,0,0,34,429,0,2,0,56
15803,WR,2025,0,0,0,0,0,0,0,0,0,0,0
16843,WR,2025,0,0,0,0,0,0,0,0,0,0,0
19251,WR,2025,0,4,0,0,0,25,312,0,2,0,43
19432,WR,2025,0,0,0,0,0,0,0,0,0,0,0
19263,WR,2025,2,10,0,0,0,40,524,0,3,0,65
17040,WR,2025,0,0,0,0,0,0,7,0,0,0,1
18502,WR,2025,2,12,0,0,0,11,168,0,0,0,23
19326,WR,2025,0,0,0,0,0,0,0,0,0,0,0
19298,WR,2025,2,10,0,0,0,44,645,0,3,0,80
11847,WR,2025,0,0,0,0,0,35,451,0,3,0,54
16795,WR,2025,0,0,0,0,0,20,301,0,2,0,34
19262,WR,2025,0,0,0,0,0,37,431,0,2,0,58
19239,WR,2025,2,11,0,0,0,25,324,0,2,0,46
18561,WR,2025,0,0,0,0,0,0,0,0,0,0,0
17185,WR,2025,0,0,0,0,0,2,24,0,0,0,3
13432,WR,2025,0,3,0,0,0,77,1162,0,9,0,126
19336,WR,2025,0,0,0,0,0,8,100,0,0,0,14
15274,WR,2025,1,5,0,0,0,2,25,0,0,0,3
13502,WR,2025,0,0,0,0,0,19,246,0,2,0,32
11849,WR,2025,0,0,0,0,0,4,57,0,0,0,7
17182,WR,2025,0,0,0,0,0,0,0,0,0,0,0
18562,WR,2025,1,6,0,0,0,32,383,0,2,0,53
18548,WR,2025,10,52,0,0,0,76,955,0,5,0,114
19315,WR,2025,0,0,0,0,0,18,206,0,1,0,30
15896,WR,2025,2,10,0,0,0,11,140,0,1,0,21
17738,WR,2025,0,2,0,0,0,3,51,0,0,0,6
19321,WR,2025,3,13,0,0,0,10,130,0,0,0,18
13525,WR,2025,0,0,0,0,0,0,0,0,0,0,0
10234,WR,2025,0,4,0,0,0,0,7,0,0,0,0
15183,WR,2025,4,17,0,0,0,104,1404,0,12,0,160
18889,WR,2025,0,2,0,0,0,10,128,0,0,0,16
17976,WR,2025,1,5,0,0,0,58,765,0,4,0,94
17732,WR,2025,0,3,0,0,0,14,215,0,1,0,26
19322,WR,2025,0,0,0,0,0,20,226,0,1,0,30
15200,WR,2025,3,18,0,0,0,76,1137,0,6,0,134
19242,WR,2025,9,47,0,0,0,49,695,0,4,0,86
9260,WR,2025,0,0,0,0,0,8,106,0,0,0,14
10055,WR,2025,0,0,0,0,0,0,0,0,0,0,0
18958,WR,2025,0,0,0,0,0,3,32,0,0,0,4
19314,WR,2025,2,12,0,0,0,42,695,0,4,0,80
17777,WR,2025,6,40,0,0,0,3,38,0,0,0,5
16337,WR,2025,0,0,0,0,0,0,3,0,0,0,0
17008,WR,2025,0,0,0,0,0,0,1,0,0,0,0
19316,WR,2025,0,4,0,0,0,11,155,0,1,0,21
16939,WR,2025,2,10,0,0,0,0,7,0,0,0,1
14359,WR,2025,0,0,0,0,0,0,0,0,0,0,0
16935,WR,2025,3,15,0,0,0,29,366,0,2,0,48
10133,WR,2025,0,5,0,0,0,60,700,0,4,0,82
18641,WR,2025,7,26,0,0,0,31,381,0,2,0,53
13469,WR,2025,3,16,0,0,0,9,98,0,0,0,13
15850,WR,2025,1,6,0,0,0,21,292,0,2,0,40
16027,WR,2025,0,0,0,0,0,54,771,0,5,0,91
19343,WR,2025,0,0,0,0,0,17,241,0,1,0,30
16751,WR,2025,6,29,0,0,0,17,231,0,1,0,27
16689,WR,2025,3,12,0,0,0,72,807,0,5,0,109
13854,WR,2025,1,7,0,0,0,1,14,0,0,0,2
14636,WR,2025,0,2,0,0,0,1,12,0,0,0,1
18549,WR,2025,4,18,0,0,0,58,982,0,5,0,110
15461,WR,2025,0,2,0,0,0,1,17,0,0,0,2
9253,WR,2025,0,0,0,0,0,66,933,0,7,0,114
18553,WR,2025,0,2,0,0,0,12,115,0,0,0,16
19313,WR,2025,0,3,0,0,0,26,338,0,2,0,45
17974,WR,2025,3,15,0,0,0,41,525,0,3,0,64
16919,WR,2025,6,36,0,0,0,79,1179,0,6,0,129
17719,WR,2025,3,15,0,0,0,28,387,0,3,0,50
11718,WR,2025,0,4,0,0,0,68,809,0,5,0,100
18500,WR,2025,13,58,0,0,0,53,664,0,4,0,92
17971,WR,2025,0,2,0,0,0,1,11,0,0,0,1
19328,WR,2025,0,0,0,0,0,1,16,0,0,0,2
13532,WR,2025,0,0,0,0,0,0,0,0,0,0,0
18478,WR,2025,2,9,0,0,0,37,462,0,2,0,61
17674,WR,2025,0,0,0,0,0,57,899,0,5,0,107
19436,WR,2025,0,0,0,0,0,0,0,0,0,0,0
18551,WR,2025,0,4,0,0,0,50,714,0,5,0,89
14506,WR,2025,0,4,0,0,0,83,1236,0,8,0,140
11222,WR,2025,0,3,0,0,0,27,358,0,2,0,43
14356,WR,2025,0,0,0,0,0,3,35,0,0,0,5
11861,WR,2025,0,4,0,0,0,21,271,0,1,0,35
8619,WR,2025,0,0,0,0,0,2,29,0,0,0,3
18569,WR,2025,3,21,0,0,0,8,84,0,0,0,12
17772,WR,2025,0,3,0,0,0,36,440,0,3,0,59
13565,WR,2025,0,0,0,0,0,4,57,0,0,0,8
18578,WR,2025,2,12,0,0,0,35,416,0,2,0,59
19320,WR,2025,1,6,0,0,0,23,332,0,2,0,44
16932,WR,2025,1,6,0,0,0,15,214,0,1,0,29
16714,WR,2025,0,0,0,0,0,0,0,0,0,0,0
16965,WR,2025,3,13,0,0,0,36,474,0,3,0,61
14509,WR,2025,2,8,0,0,0,95,1296,0,8,0,158
14430,WR,2025,0,0,0,0,0,13,164,0,1,0,24
14376,WR,2025,0,0,0,0,0,47,680,0,5,0,81
14458,WR,2025,1,5,0,0,0,39,558,0,3,0,74
13472,WR,2025,0,0,0,0,0,0,0,0,0,0,0
18307,WR,2025,0,4,0,0,0,2,33,0,0,0,4
18484,WR,2025,3,13,0,0,0,14,187,0,1,0,24
14432,WR,2025,0,0,0,0,0,1,14,0,0,0,2
16899,WR,2025,3,12,0,0,0,53,818,0,5,0,93
16719,WR,2025,0,0,0,0,0,0,0,0,0,0,0
11751,WR,2025,0,0,0,0,0,0,0,0,0,0,0
14246,WR,2025,0,0,0,0,0,0,9,0,0,0,1
19329,WR,2025,0,0,0,0,0,1,17,0,0,0,2
12508,WR,2025,2,9,0,0,0,27,345,0,2,0,45
11863,WR,2025,0,0,0,0,0,33,413,0,3,0,51
14411,WR,2025,2,16,0,0,0,90,1256,0,7,0,149
18650,WR,2025,0,3,0,0,0,14,163,0,1,0,26
19319,WR,2025,0,0,0,0,0,9,120,0,0,0,17
19230,WR,2025,0,4,0,0,0,22,330,0,2,0,41
18643,WR,2025,3,15,0,0,0,20,265,0,1,0,38
18941,WR,2025,0,0,0,0,0,0,7,0,0,0,1
19443,WR,2025,0,0,0,0,0,0,0,0,0,0,0
12628,WR,2025,0,0,0,0,0,1,12,0,0,0,1
17734,WR,2025,1,4,0,0,0,19,255,0,1,0,36
19231,WR,2025,1,8,0,0,0,56,728,0,4,0,92
10161,WR,2025,0,0,0,0,0,6,67,0,0,0,9
15868,WR,2025,0,4,0,0,0,80,1224,0,7,0,141
19325,WR,2025,0,0,0,0,0,7,88,0,0,0,12
17820,WR,2025,0,0,0,0,0,3,40,0,0,0,5
17724,WR,2025,1,7,0,0,0,70,1023,0,5,0,115
13536,WR,2025,0,3,0,0,0,75,1034,0,6,0,128
17763,WR,2025,4,22,0,0,0,40,489,0,3,0,66
18547,WR,2025,1,5,0,0,0,69,1113,0,6,0,125
17942,WR,2025,0,0,0,0,0,0,0,0,0,0,0
15935,WR,2025,1,10,0,0,0,13,162,0,1,0,24
13424,WR,2025,3,15,0,0,0,59,908,0,6,0,104
16069,WR,2025,2,10,0,0,0,22,222,0,1,0,35
13517,WR,2025,4,23,0,0,0,55,697,0,3,0,88
13987,WR,2025,0,0,0,0,0,0,0,0,0,0,0
16849,WR,2025,7,32,0,0,0,27,314,0,2,0,40
16937,WR,2025,0,0,0,0,0,0,0,0,0,0,0
17668,WR,2025,0,3,0,0,0,28,458,0,2,0,56
14510,WR,2025,0,4,0,0,0,32,436,0,3,0,58
10994,WR,2025,0,0,0,0,0,1,21,0,0,0,2
12216,WR,2025,0,0,0,0,0,0,3,0,0,0,0
12477,WR,2025,7,43,0,0,0,60,853,0,4,0,102
15280,WR,2025,0,0,0,0,0,0,0,0,0,0,0
16005,WR,2025,1,6,0,0,0,1,13,0,0,0,1
17081,WR,2025,0,0,0,0,0,16,190,0,1,0,30
17704,WR,2025,2,9,0,0,0,69,927,0,6,0,122
16790,WR,2025,10,65,0,0,0,104,1399,0,8,0,153
16025,WR,2025,3,16,0,0,0,45,602,0,4,0,79
18555,WR,2025,8,33,0,0,0,24,301,0,1,0,39
17020,WR,2025,0,4,0,0,0,57,945,0,5,0,108
15895,WR,2025,0,3,0,0,0,82,1058,0,7,0,136
14318,WR,2025,0,0,0,0,0,0,0,0,0,0,0
15447,WR,2025,0,0,0,0,0,7,107,0,0,0,13
12061,WR,2025,0,0,0,0,0,3,47,0,0,0,6
17761,WR,2025,4,21,0,0,0,56,782,0,4,0,94
19334,WR,2025,0,0,0,0,0,1,16,0,0,0,2
12884,WR,2025,0,1,0,0,0,1,13,0,0,0,1
15853,WR,2025,0,4,0,0,0,78,1225,0,7,0,134
16022,WR,2025,0,4,0,0,0,57,894,0,6,0,103
14378,WR,2025,1,5,0,0,0,62,802,0,5,0,100
17684,WR,2025,0,0,0,0,0,0,0,0,0,0,0
19095,WR,2025,0,0,0,0,0,0,0,0,0,0,0
14415,WR,2025,0,1,0,0,0,0,5,0,0,0,0
11429,WR,2025,3,16,0,0,0,25,273,0,1,0,35
16977,WR,2025,15,105,0,0,0,65,731,0,5,0,97
16744,WR,2025,0,2,0,0,0,0,10,0,0,0,1
13749,WR,2025,0,0,0,0,0,0,0,0,0,0,0
18466,WR,2025,0,1,0,0,0,2,28,0,0,0,4
11871,WR,2025,0,0,0,0,0,1,17,0,0,0,2
17756,WR,2025,0,0,0,0,0,0,0,0,0,0,0
16963,WR,2025,6,28,0,0,0,80,942,0,5,0,117
12616,WR,2025,0,3,0,0,0,30,421,0,3,0,55
19323,WR,2025,0,0,0,0,0,3,38,0,0,0,5
19339,WR,2025,0,0,0,0,0,1,15,0,0,0,2
11163,WR,2025,0,0,0,0,0,9,131,0,1,0,16
15838,WR,2025,3,17,0,0,0,65,716,0,4,0,101
18550,WR,2025,0,2,0,0,0,15,189,0,1,0,25
11710,WR,2025,0,4,0,0,0,2,38,0,0,0,4
13429,WR,2025,13,68,0,0,0,41,480,0,3,1,60
19310,WR,2025,0,4,0,0,0,23,308,0,2,0,40
16560,WR,2025,9,58,0,0,0,41,548,0,4,0,72
15892,WR,2025,1,8,0,0,0,65,802,0,4,0,95
17555,WR,2025,0,3,0,0,0,5,65,0,0,0,8
10988,WR,2025,0,0,0,0,0,0,0,0,0,0,0
13061,WR,2025,0,0,0,0,0,1,18,0,0,0,2
13634,WR,2025,0,4,0,0,0,3,39,0,0,0,5
14055,WR,2025,0,0,0,0,0,0,3,0,0,0,0
19254,WR,2025,0,0,0,0,0,9,112,0,0,0,14
15467,WR,2025,0,0,0,0,0,0,0,0,0,0,0
13522,WR,2025,0,0,0,0,0,28,404,0,2,0,52
19371,WR,2025,0,0,0,0,0,0,0,0,0,0,0
18646,WR,2025,1,5,0,0,0,1,20,0,0,0,3
15406,WR,2025,0,3,0,0,0,76,1053,0,6,0,122
17467,WR,2025,2,10,0,0,0,5,77,0,0,0,9
16654,WR,2025,6,30,0,0,0,97,1426,0,8,0,152
11877,WR,2025,0,2,0,0,0,7,76,0,0,0,10
15332,WR,2025,4,23,0,0,0,109,1267,0,9,0,160
19330,WR,2025,0,0,0,0,0,37,503,0,3,0,62
12586,WR,2025,0,0,0,0,0,55,863,0,4,0,97
19268,WR,2025,1,6,0,0,0,65,920,0,5,0,121
18642,WR,2025,2,9,0,0,0,35,468,0,3,0,60
8986,WR,2025,0,0,0,0,0,0,0,0,0,0,0
17716,WR,2025,3,18,0,0,0,57,899,0,5,0,102
19332,WR,2025,0,0,0,0,0,12,154,0,1,0,22
19259,WR,2025,0,0,0,0,0,23,282,0,1,0,38
19318,WR,2025,0,0,0,0,0,8,115,0,0,0,16
18558,WR,2025,0,0,0,0,0,12,136,0,1,0,26
15831,WR,2025,0,0,0,0,0,30,386,0,3,0,54
17686,WR,2025,0,0,0,0,0,0,0,0,0,0,0
16706,WR,2025,0,0,0,0,0,4,65,0,0,0,9
16010,WR,2025,0,0,0,0,0,28,376,0,2,0,47
16694,WR,2025,7,37,0,0,0,43,554,0,4,0,77
15533,WR,2025,0,0,0,0,0,0,0,0,0,0,0
13894,WR,2025,15,85,0,0,0,17,243,0,1,0,29
19233,WR,2025,1,7,0,0,0,56,828,0,5,0,100
12934,WR,2025,0,3,0,0,0,6,82,0,0,0,12
17975,WR,2025,0,3,0,0,0,36,451,0,2,0,60
19445,WR,2025,0,0,0,0,0,2,27,0,0,0,3
15404,WR,2025,3,18,0,0,0,76,1012,0,6,0,125
17728,WR,2025,0,3,0,0,0,8,103,0,0,0,13
18938,WR,2025,0,0,0,0,0,14,178,0,1,0,24
15310,WR,2025,0,0,0,0,0,3,41,0,0,0,5
17863,WR,2025,22,112,0,0,0,44,431,0,2,1,61
16690,WR,2025,8,27,0,0,0,62,866,0,5,0,103
18647,WR,2025,0,0,0,0,0,1,16,0,0,0,2
15946,WR,2025,2,11,0,0,0,57,788,0,6,0,102
12746,WR,2025,0,0,0,0,0,0,0,0,0,0,0
18645,WR,2025,0,0,0,0,0,19,287,0,1,0,35
18041,WR,2025,0,1,0,0,0,2,28,0,0,0,4
14750,WR,2025,0,0,0,0,0,14,179,0,1,0,26
18567,WR,2025,0,4,0,0,0,1,15,0,0,0,2
19340,WR,2025,0,0,0,0,0,0,0,0,0,0,0
14495,WR,2025,0,0,0,0,0,1,23,0,0,0,2
18560,WR,2025,0,0,0,0,0,0,5,0,0,0,0
17688,WR,2025,1,7,0,0,0,4,49,0,0,0,6
16658,WR,2025,0,3,0,0,0,23,308,0,2,0,41
19237,WR,2025,1,9,0,0,0,46,565,0,3,0,74
15294,WR,2025,0,0,0,0,0,0,0,0,0,0,0
17977,WR,2025,2,15,0,0,0,10,104,0,0,0,16
15849,WR,2025,9,49,0,0,0,60,943,0,7,0,112
19126,WR,2025,0,3,0,0,0,12,143,0,1,0,21
18554,WR,2025,5,21,0,0,0,20,188,0,1,0,26
12773,WR,2025,0,0,0,0,0,0,0,0,0,0,0
15829,WR,2025,2,10,0,0,0,80,1024,0,7,0,140
17011,WR,2025,0,0,0,0,0,0,0,0,0,0,0
16957,WR,2025,0,3,0,0,0,61,906,0,5,0,104
17043,WR,2025,0,0,0,0,0,6,86,0,0,0,11
17687,WR,2025,15,85,0,0,0,56,797,0,4,0,100
19447,WR,2025,0,0,0,0,0,0,0,0,0,0,0
15922,WR,2025,0,0,0,0,0,2,32,0,0,0,4
13833,WR,2025,3,16,0,0,0,32,412,0,3,0,57
